id,type,name,latitude,longitude
777,bus_stop,Диагностический центр,56.8841806,60.5696155
778,bus_stop,40 лет Октября,56.8846956,60.5760422
779,bus_stop,40 лет Октября,56.8847863,60.5788949
780,bus_stop,Машиностроителей,56.8853007,60.585001
781,bus_stop,Церковь Рождества Христова,56.8854835,60.5859016
782,bus_stop,Кинотеатр Заря,56.8875761,60.6156339
783,bus_stop,Бабушкина,56.8894111,60.6205822
784,bus_stop,Бабушкина,56.8896588,60.6217986
785,bus_stop,ДК УЭТМ,56.8915546,60.6269275
786,bus_stop,ДК УЭТМ,56.8918334,60.6295428
787,bus_stop,Таганская,56.9049767,60.6310371
788,bus_stop,Шефская,56.9022124,60.6237385
789,bus_stop,Шефская,56.9028591,60.6256652
790,bus_stop,Фрезеровщиков,56.9008888,60.6183164
791,bus_stop,Старых большевиков,56.9011329,60.6204942
792,bus_stop,Энтузиастов,56.8939653,60.6271584
793,bus_stop,Заречный,56.8575293,60.5521315
794,bus_stop,Лукиных,56.8841889,60.5627016
795,bus_stop,Таватуйская,56.8669174,60.5461884
796,bus_stop,Таватуйская,56.8674954,60.5448078
797,bus_stop,Теплоходный проезд,56.8636631,60.5407312
798,bus_stop,Донбасская улица,56.890593,60.5692275
799,bus_stop,Донбасская улица,56.8908981,60.5699171
800,bus_stop,Индустрии,56.8994685,60.5980057
801,bus_stop,Индустрии,56.89892,60.5989515
802,bus_stop,Ильича,56.8999686,60.6102911
803,bus_stop,Проспект Космонавтов,56.900558,60.613345
804,bus_stop,Проспект Космонавтов,56.900842,60.6155376
805,bus_stop,Электроремонтная,56.8840708,60.6456737
806,bus_stop,Электроремонтная,56.8847903,60.6448501
807,bus_stop,Шефская,56.8798564,60.6504507
808,bus_stop,Шефская,56.8801977,60.6500588
809,bus_stop,Эльмашевский рынок,56.8746454,60.6589788
810,bus_stop,Эльмашевский рынок,56.8754238,60.6576345
811,bus_stop,Северный терминал,56.8690462,60.6687081
812,bus_stop,Дом отдыха Шарташ,56.853978,60.6732717
813,bus_stop,Дом отдыха Шарташ,56.8546673,60.6733913
814,bus_stop,Строительный двор,56.8711846,60.6650442
815,bus_stop,Строительный двор,56.8721384,60.6633698
816,bus_stop,Госпиталь ВОВ,56.8093795,60.5075103
817,bus_stop,Госпиталь ВОВ,56.8106575,60.5087664
818,bus_stop,Улица Соболева,56.8057589,60.5046642
819,bus_stop,Улица Соболева,56.8061414,60.5049737
820,bus_stop,Контрольная,56.8161598,60.523363
821,bus_stop,Контрольная,56.8167266,60.5219816
822,bus_stop,Отрадная,56.8175693,60.533009
823,bus_stop,Новомосковская,56.8188968,60.5375305
824,bus_stop,Новомосковская,56.8192975,60.5389062
825,bus_stop,Зоологическая,56.8140325,60.5359024
826,bus_stop,Зоологическая,56.8141053,60.534745
827,bus_stop,АТП,56.8113582,60.5430969
828,bus_stop,АТП,56.8114958,60.542709
829,bus_stop,Аэроагентство,56.817151,60.6038711
830,bus_stop,Музей Бажова,56.8184452,60.6122527
831,bus_stop,Музей Бажова,56.8186677,60.6142575
832,bus_stop,Белинского,56.8239507,60.6171416
833,bus_stop,Белинского,56.824153,60.6190329
834,bus_stop,Гимназия Корифей,56.8283218,60.6701
835,bus_stop,Гимназия Корифей,56.8286825,60.6685998
836,bus_stop,Байкальская,56.8288967,60.6644276
837,bus_stop,Бычковой,56.8280928,60.674977
838,bus_stop,Бычковой,56.8281594,60.6731791
839,bus_stop,Есенина,56.8251779,60.6806525
840,bus_stop,Есенина,56.8259333,60.6808398
841,bus_stop,Синие Камни,56.8239388,60.6746095
842,bus_stop,Сибирский тракт,56.8260381,60.6368766
843,bus_stop,Кирова,56.8397408,60.5641551
844,tram_stop,Верх-Исетский бульвар,56.8379533,60.5760698
845,bus_stop,Маршала Жукова,56.8370948,60.590304
846,bus_stop,Переулок Базовый,56.8051488,60.6461234
847,bus_stop,"ТЦ ""Дирижабль""",56.7965423,60.6294953
848,bus_stop,Южная,56.799704,60.6129957
849,bus_stop,Бульвар Малахова,56.7959601,60.6194497
850,bus_stop,Самоцветный бульвар,56.7959522,60.6133459
851,bus_stop,Автовокзал,56.8068874,60.6108362
852,bus_stop,Ботаническая,56.79253,60.616447
853,bus_stop,Ботаническая,56.7926348,60.615564
854,bus_stop,Самоцветный бульвар,56.7954414,60.6142627
855,bus_stop,Таганский ряд,56.8610465,60.5503988
856,bus_stop,Поликлиника,56.7615443,60.612024
857,bus_stop,Поликлиника,56.7623323,60.6123574
858,bus_stop,Общежитие,56.7562146,60.6098409
859,bus_stop,Общежитие,56.756377,60.6099056
860,bus_stop,Станция Керамик,56.749475,60.6075226
861,bus_stop,Станция Керамик,56.7498723,60.6076658
862,bus_stop,Южная подстанция,56.7472552,60.6065855
863,bus_stop,Поворот на Зеленый бор,56.7007772,60.5091987
864,bus_stop,Поворот на Зеленый бор,56.7009142,60.508941
865,bus_stop,Зелёный бор-2,56.7150685,60.4765813
866,bus_stop,Зелёный бор-2,56.7150205,60.4770743
867,bus_stop,Шиловский кордон,56.7215848,60.430483
868,bus_stop,Шиловский кордон,56.7216093,60.4297164
869,bus_stop,Южный проезд,56.7773845,60.6268445
870,bus_stop,Московская (улица Фурманова),56.814293,60.5924247
871,bus_stop,Серова,56.8145863,60.5956784
872,bus_stop,Дворец Спорта,56.8160852,60.5908282
873,bus_stop,Дворец Спорта,56.8162721,60.5933251
874,bus_stop,ТРЦ ФанФан,56.8180177,60.5829874
875,bus_stop,ТРЦ ФанФан,56.8181348,60.5839078
876,bus_stop,Посадская,56.8204789,60.5761806
877,bus_stop,Посадская,56.8208023,60.5766755
878,bus_stop,Посадская,56.8209386,60.5749055
879,bus_stop,Белореченская,56.8222299,60.5728185
880,bus_stop,Белореченская,56.8223208,60.5712711
881,bus_stop,Белореченская,56.8209291,60.5682807
882,bus_stop,ТК Буревестник,56.8173229,60.562634
883,bus_stop,ТК Буревестник,56.817922,60.5648909
884,bus_stop,Улица Ухтомская,56.8174357,60.5419804
885,bus_stop,Новомосковская,56.8188006,60.5390084
886,bus_stop,Московская,56.8139176,60.5887853
887,bus_stop,Чкалова,56.8110665,60.5796962
888,bus_stop,Чкалова,56.8118014,60.5798037
889,bus_stop,Чкалова,56.8118311,60.5776372
890,bus_stop,Хасановская,56.8090516,60.5850479
891,bus_stop,Хасановская,56.8093288,60.5843114
892,bus_stop,Каменные палатки,56.8413952,60.6787796
893,bus_stop,Сыромолотова,56.8375052,60.6803502
894,bus_stop,Сыромолотова,56.8377681,60.6802294
895,bus_stop,40 лет ВЛКСМ,56.8243119,60.6993573
896,bus_stop,КОР,56.8425588,60.6956734
897,bus_stop,Профессорская,56.8403704,60.65342
898,bus_stop,Гагарина,56.8393316,60.6433184
899,bus_stop,Гагарина,56.8393363,60.6441739
900,bus_stop,Генеральская,56.8385783,60.6367171
901,bus_stop,Генеральская,56.8386861,60.6384436
902,bus_stop,Трансагентство,56.8374465,60.6319298
903,bus_stop,Трансагентство,56.8375281,60.6318679
904,bus_stop,Поликлиника,56.7624527,60.7143468
905,bus_stop,Дом Кино,56.8361738,60.6205738
906,bus_stop,Гостиница «Центральная»,56.835253,60.6107235
907,bus_stop,Театр Волхонка,56.8329904,60.5906281
908,bus_stop,Театр Волхонка,56.8331587,60.5914561
909,bus_stop,Центральный стадион,56.831092,60.5755493
910,bus_stop,Институт связи,56.8296217,60.568312
911,bus_stop,Крауля (улица Рабочих),56.8317157,60.5360307
912,bus_stop,Крауля (улица Рабочих),56.8318352,60.5343673
913,bus_stop,Крауля,56.8317129,60.5316807
914,bus_stop,База ОМОН,56.8321351,60.5186423
915,bus_stop,Горный университет,56.8265598,60.5977341
916,bus_stop,Сакко и Ванцетти,56.826054,60.5928204
917,bus_stop,Московская горка,56.8234639,60.5866162
918,bus_stop,Московская горка,56.8247179,60.5858638
919,bus_stop,Посадская,56.821493,60.5768138
920,bus_stop,Посадская,56.8217575,60.5771813
921,bus_stop,Черкасская,56.8189284,60.55832
922,bus_stop,Черкасская,56.8197279,60.5561585
923,bus_stop,Начдива Васильева,56.8230358,60.5472395
924,bus_stop,Начдива Васильева,56.8237248,60.547954
925,bus_stop,Черкасская,56.8202144,60.5548087
926,bus_stop,Павла Шаманова,56.7948429,60.5072881
927,bus_stop,Академический микрорайон,56.793568,60.5208813
928,bus_stop,УрФУ,56.843157,60.6508535
929,bus_stop,Медгородок,56.8116501,60.559662
930,bus_stop,Медгородок,56.811834,60.5591756
931,bus_stop,Ясная,56.8059615,60.5595519
932,bus_stop,Павла Шаманова,56.789284,60.5142119
933,bus_stop,Сахарова,56.7881926,60.5124911
934,bus_stop,Репина,56.8251177,60.5512777
935,bus_stop,Палкинский торфяник,56.8581045,60.3759266
936,bus_stop,Кольцевая автодорога,56.8135334,60.5168991
937,bus_stop,Лесхоз,56.8219508,60.499671
938,bus_stop,Западная фильтровальная станция,56.8280192,60.4639068
939,bus_stop,Западная фильтровальная станция,56.8279699,60.4644911
940,bus_stop,11 км,56.8295997,60.4542344
941,bus_stop,11 км,56.8296102,60.4543967
942,bus_stop,Стрельбище «Динамо»,56.8311959,60.4442315
943,bus_stop,Лесхоз,56.8214029,60.5004836
944,bus_stop,"Сад ""Юг""",56.816898,60.5101158
945,bus_stop,Пост ГАИ,56.8264092,60.4794327
946,bus_stop,Пост ГАИ,56.826474,60.478953
947,bus_stop,Дружининская,56.8815724,60.503259
948,bus_stop,Кишиневская,56.8791275,60.5091798
949,bus_stop,Расточная,56.8776619,60.5127733
950,bus_stop,Проспект Седова,56.8721748,60.5254554
951,bus_stop,Сортировочная,56.8703047,60.5300341
952,bus_stop,Надеждинская,56.8693906,60.540105
953,bus_stop,Надеждинская,56.8703292,60.5378209
954,bus_stop,Билимбаевская,56.8808487,60.518706
955,bus_stop,Станция Шарташ,56.829194,60.6474467
956,bus_stop,Комсомольская,56.8241246,60.6572664
957,bus_stop,Техническая,56.8664259,60.5321345
958,bus_stop,Школа им. С.В. Рахманинова,56.8684991,60.5271109
959,bus_stop,Белякова,56.890714,60.4881689
960,bus_stop,Посёлок 7 ключей,56.8897436,60.4749317
961,bus_stop,Керамическая,56.7567591,60.5958362
962,bus_stop,Керамическая,56.7567944,60.5954095
963,bus_stop,2-я Новосибирская,56.7587931,60.5878047
964,bus_stop,Онуфриева,56.7982596,60.5624022
965,bus_stop,Управление дороги,56.8519505,60.5948634
966,bus_stop,Ельцина,56.8450446,60.587964
967,bus_stop,Драмтеатр,56.840187,60.5979668
968,bus_stop,Июльская,56.8587217,60.6458602
969,bus_stop,Площадь 1905 года,56.8375442,60.5955545
970,bus_stop,Каменный карьер,56.8159767,60.6811847
971,bus_stop,Каменный карьер,56.8161832,60.680516
972,bus_stop,Лесопарк,56.8183221,60.6683163
973,bus_stop,Лесотехнический университет,56.8210181,60.6613351
974,bus_stop,Лесотехнический университет,56.8212449,60.6607536
975,bus_stop,Академическая,56.8513459,60.6538305
976,bus_stop,Июльская,56.8579079,60.6441551
977,bus_stop,Менделеева,56.8617493,60.6392548
978,bus_stop,Мира,56.8508209,60.649356
979,bus_stop,Парк Хаус,56.8622087,60.6330409
980,bus_stop,Парковый,56.8560966,60.6404645
981,bus_stop,Парковый,56.8566748,60.6416602
982,bus_stop,Сулимова,56.8606647,60.6486806
983,bus_stop,Уральская,56.8545483,60.6370961
984,bus_stop,Московская горка,56.8250777,60.583402
985,bus_stop,Магазин «Кооператор»,56.8249798,60.5763235
986,bus_stop,Цирк,56.8272386,60.6043504
987,bus_stop,Лесопарк,56.8174679,60.6712733
988,bus_stop,Станция Путевка,56.8127493,60.6936599
989,bus_stop,Станция Путевка,56.8127616,60.6940303
990,bus_stop,Психбольница,56.8107786,60.708088
991,bus_stop,Психбольница,56.810934,60.7069394
992,bus_stop,10-й км,56.7947208,60.7259283
993,bus_stop,Тубсанаторий,56.8094784,60.7156468
994,bus_stop,Тубсанаторий,56.8097546,60.714404
995,bus_stop,Чапаева,56.8056361,60.7226236
996,bus_stop,Чапаева,56.8056813,60.7225863
997,bus_stop,Станция Лечебная,56.7996591,60.7270936
998,bus_stop,Станция Лечебная,56.800125,60.7270099
999,bus_stop,11-й км,56.7889996,60.7296487
1000,bus_stop,11-й км,56.7895601,60.7293543
1001,bus_stop,Птицефабрика,56.7844147,60.7383507
1002,bus_stop,Птицефабрика,56.7847059,60.7372903
1003,bus_stop,12-й км,56.7862209,60.7519589
1004,bus_stop,12-й км,56.7864233,60.753093
1005,bus_stop,13-й км,56.7862964,60.7674624
1006,bus_stop,13-й км,56.7862964,60.7678075
1007,bus_stop,14-й км,56.7853517,60.7739346
1008,bus_stop,14-й км,56.785449,60.7736232
1009,bus_stop,Октябрьская,56.7832893,60.7819146
1010,bus_stop,Октябрьская,56.7833656,60.7811774
1011,bus_stop,Сад «Рябинушка»,56.7785655,60.7899308
1012,bus_stop,Сад «Рябинушка»,56.7787089,60.7896763
1013,bus_stop,Сады,56.7723818,60.7906444
1014,bus_stop,Сады,56.7733262,60.7908729
1015,bus_stop,"Сад ""Авиаторов-5""",56.7675543,60.789349
1016,bus_stop,"Сад ""Авиаторов-5""",56.7679374,60.7894469
1017,bus_stop,Бахчиванджи,56.7520974,60.8167579
1018,bus_stop,Бахчиванджи,56.7520923,60.8159787
1019,bus_stop,Улица Бахчиванджи,56.7622625,60.8162393
1020,bus_stop,Авиагородок,56.7570791,60.8190903
1021,bus_stop,Авиагородок,56.757496,60.8192225
1022,bus_stop,Станция Кольцово,56.7602841,60.820214
1023,bus_stop,Станция Кольцово,56.7603851,60.8195195
1024,bus_stop,"РП ""Докер""",56.7628561,60.8073582
1025,bus_stop,Большая поляна,56.8099302,60.7621088
1026,bus_stop,Ново-Свердловская ТЭЦ,56.8362394,60.8491899
1027,bus_stop,Посёлок Пески,56.8447919,60.7041854
1028,bus_stop,Развилки,56.8444338,60.7246801
1029,bus_stop,Сад «Вирусолог»,56.8354549,60.8388056
1030,bus_stop,Сад «Орбита»,56.8392761,60.8111959
1031,bus_stop,Сад «Орбита»,56.839275,60.8118102
1032,bus_stop,Unknown,56.8392776,60.8048881
1033,bus_stop,Unknown,56.8392856,60.8037644
1034,bus_stop,Unknown,56.8392965,60.7957409
1035,bus_stop,Unknown,56.8392966,60.7947661
1036,bus_stop,Росинка-2,56.839301,60.7877416
1037,bus_stop,Unknown,56.8393091,60.7866567
1038,bus_stop,Сады,56.8396074,60.7629412
1039,bus_stop,Сады,56.8396782,60.7618123
1040,bus_stop,Школа,56.7486395,60.6788487
1041,bus_stop,Опытный Завод,56.7070199,60.6207497
1042,bus_stop,Поселок Рудный,56.7213704,60.6369957
1043,bus_stop,Поселок Рудный,56.7218771,60.6383081
1044,bus_stop,Сады,56.7412013,60.6553098
1045,bus_stop,Спортбаза,56.7444453,60.6594391
1046,bus_stop,Спортбаза,56.7445175,60.6597402
1047,bus_stop,Уральская,56.8537065,60.6352456
1048,bus_stop,Улица Луначарского,56.8487117,60.6165782
1049,bus_stop,Улица Луначарского,56.8488486,60.617715
1050,bus_stop,Поворот на УКЗ,56.7808572,60.7901912
1051,bus_stop,Поворот на УКЗ,56.7809125,60.7900127
1052,bus_stop,Эстонская,56.7864711,60.7830262
1053,bus_stop,Эстонская,56.7872569,60.7829693
1054,bus_stop,Клуб,56.7893221,60.7756435
1055,bus_stop,Клуб,56.7895703,60.7752812
1056,bus_stop,Белоярская,56.7939874,60.7736448
1057,bus_stop,Компрессорный микрорайон,56.7974941,60.7640546
1058,bus_stop,Компрессорный микрорайон,56.7977411,60.763995
1059,bus_stop,Латвийская,56.7962322,60.7681399
1060,bus_stop,Стадион,56.7932919,60.7695864
1061,bus_stop,Аэропорт Кольцово,56.7507944,60.8033913
1062,bus_stop,Уктус,56.777817,60.6251663
1063,bus_stop,Клеверный переулок,56.8090964,60.4998595
1064,bus_stop,Ледовый дворец,56.8048217,60.4947121
1065,bus_stop,Ледовый дворец,56.8062865,60.4956875
1066,bus_stop,Посёлок Мичуринский,56.788597,60.4807075
1067,bus_stop,Посёлок Мичуринский,56.7902999,60.4829011
1068,bus_stop,Посёлок Светлореченский,56.7996252,60.4938826
1069,bus_stop,Посёлок Мичуринский. Коллективные сады,56.791919,60.4626757
1070,bus_stop,Рябинина,56.7975725,60.513388
1071,bus_stop,Рябинина,56.7974448,60.5121161
1072,bus_stop,Горбольница № 6,56.8075006,60.5436138
1073,bus_stop,Инженерная,56.7554307,60.7062968
1074,bus_stop,Димитрова,56.7462147,60.6888958
1075,bus_stop,Щербакова,56.7818096,60.6552906
1076,bus_stop,Ясная (улица Шаумяна),56.8140004,60.5717456
1077,bus_stop,Ясная,56.8149714,60.5690619
1078,bus_stop,Черкасская,56.819894,60.5585625
1079,bus_stop,Репина,56.82413,60.5615268
1080,bus_stop,Репина,56.8273965,60.5615675
1081,bus_stop,Краснофлотцев,56.8891225,60.6328982
1082,bus_stop,40 лет Октября,56.8851176,60.5765863
1083,bus_stop,"Кинотеатр ""Темп""",56.8878602,60.5781705
1084,bus_stop,Бульвар Культуры,56.8903798,60.5814226
1085,bus_stop,Парк Победы,56.9024241,60.5680122
1086,bus_stop,улица Победы,56.9000238,60.5938021
1087,bus_stop,улица Победы,56.9012128,60.5953164
1088,bus_stop,Улица Восстания,56.9039075,60.5987522
1089,bus_stop,Улица Восстания,56.9040103,60.5998244
1090,bus_stop,Улица Восстания,56.9045366,60.598446
1091,bus_stop,Улица Ломоносова,56.9067387,60.5971043
1092,bus_stop,Улица Ломоносова,56.9076215,60.597403
1093,bus_stop,Улица Коммунистическая,56.9090524,60.5937211
1094,bus_stop,Улица Коммунистическая,56.9091851,60.5933971
1095,bus_stop,Ярославская,56.9125072,60.5977506
1096,bus_stop,Веер,56.9139755,60.6078772
1097,bus_stop,Педуниверситет,56.8787618,60.6111675
1098,bus_stop,Педуниверситет,56.8778363,60.6123778
1099,bus_stop,Больница,56.7624213,60.7078494
1100,bus_stop,Больница,56.7624648,60.7081886
1101,bus_stop,Гурзуфская,56.8248531,60.5670927
1102,bus_stop,Гурзуфская,56.8256392,60.5671698
1103,bus_stop,Поликлиника,56.7624416,60.7145849
1104,bus_stop,Широкая речка,56.7976833,60.4884705
1105,bus_stop,Широкая речка,56.7978485,60.4882712
1106,bus_stop,Зенитчиков,56.7731411,60.597817
1107,bus_stop,Зенитчиков,56.77337,60.5979754
1108,bus_stop,Московская,56.7808238,60.5969118
1109,bus_stop,Московская,56.7808591,60.5973023
1110,bus_stop,Санаторная,56.7681221,60.5944651
1111,bus_stop,Улица Титова,56.7819498,60.6070964
1112,bus_stop,Улица Титова,56.7821361,60.6084995
1113,bus_stop,Умельцев,56.7641354,60.5879609
1114,bus_stop,Умельцев,56.764517,60.5912631
1115,bus_stop,32-й Военный городок,56.7722914,60.5891662
1116,bus_stop,32-й Военный городок,56.7723419,60.5891666
1117,bus_stop,Анатолия Мехренцева,56.7849748,60.5231379
1118,bus_stop,Дарвина,56.7825288,60.6623672
1119,bus_stop,Дарвина,56.7826166,60.6629499
1120,bus_stop,Детский сад,56.776618,60.6391495
1121,bus_stop,Детский сад,56.7769613,60.6398646
1122,bus_stop,Лыжников,56.7803421,60.6484841
1123,bus_stop,Молодогвардейцев,56.7839669,60.6670178
1124,bus_stop,Павла Шаманова,56.7892173,60.5152551
1125,bus_stop,Попова,56.8347448,60.5917855
1126,bus_stop,Походная,56.7731624,60.6326597
1127,bus_stop,Походная,56.7733295,60.6328921
1128,bus_stop,Самолётная,56.7919123,60.6426418
1129,bus_stop,Черкасская,56.818968,60.5570699
1130,bus_stop,Щербакова,56.7812488,60.6544415
1131,bus_stop,Щорса,56.8097909,60.6218333
1132,bus_stop,Яблоневая,56.7838959,60.6792264
1133,bus_stop,8 Марта (улица Фурманова),56.8154895,60.6058639
1134,bus_stop,Проспект Орджоникидзе,56.8956553,60.5882009
1135,bus_stop,Улица Калинина,56.897236,60.5901555
1136,bus_stop,Улица Калинина,56.8980747,60.5912848
1137,tram_stop,Вечный огонь,56.8355511,60.5771804
1138,tram_stop,Вечный огонь,56.835721,60.5769133
1139,tram_stop,Площадь Коммунаров,56.8361369,60.5804934
1140,tram_stop,Волгоградская улица,56.8127549,60.5584682
1141,tram_stop,Красноуральская улица,56.8362589,60.5564408
1142,tram_stop,Дворец молодёжи,56.8370167,60.5806089
1143,tram_stop,площадь Коммунаров,56.8355999,60.5820991
1144,tram_stop,Площадь Обороны,56.8226828,60.6293982
1145,tram_stop,Верх-Исетский рынок,56.8504739,60.5548181
1146,tram_stop,Улица Пехотинцев,56.8705513,60.5492002
1147,tram_stop,Кировградская улица,56.8975694,60.5778623
1148,bus_stop,Площадь Коммунаров,56.8361376,60.5832895
1149,tram_stop,Улица Плотников,56.8364415,60.5405562
1150,tram_stop,Улица Рабочих,56.836574,60.5362043
1151,bus_stop,Щорса,56.8100206,60.6241399
1152,bus_stop,СтройАрсенал,56.764782,60.743768
1153,bus_stop,СтройАрсенал,56.7649072,60.7423108
1154,bus_stop,"Гипермаркет ""Сима-ленд""",56.7598017,60.7546461
1155,bus_stop,"Гипермаркет ""Сима-ленд""",56.7598601,60.7545211
1156,bus_stop,"Терминал ""Чкаловский""",56.7565758,60.7559774
1157,bus_stop,Электриков,56.8782758,60.6199247
1158,bus_stop,Сортировочная,56.8729512,60.5313198
1159,bus_stop,Екатеринбург. Ж/Д Вокзал,56.8577095,60.6067943
1160,bus_stop,Кирпичный завод,56.9149126,60.5785691
1161,bus_stop,Кирпичный завод,56.9149261,60.5785329
1162,bus_stop,Ильича,56.9000193,60.6114374
1163,bus_stop,Индустрии,56.9025895,60.6035361
1164,bus_stop,Ползунова,56.8993603,60.6463335
1165,bus_stop,Стахановская улица,56.9016208,60.6060288
1166,bus_stop,Метро Уралмаш,56.8881486,60.6134485
1167,bus_stop,Кирпичный завод,56.9559159,60.6674518
1168,bus_stop,Кирпичный завод,56.9560533,60.6675708
1169,bus_stop,Окружное кладбище,56.9381328,60.6580726
1170,bus_stop,"Екатеринбург. Метро ""Машиностроителей""",56.8782226,60.6142741
1171,tram_stop,Санаторная улица,56.7688389,60.5958336
1172,bus_stop,Санаторная,56.7692635,60.595693
1173,bus_stop,Санаторная,56.7699335,60.5956663
1174,bus_stop,"Магазин ""Клён""",56.7680072,60.6021091
1175,bus_stop,"Магазин ""Клён""",56.7680086,60.6021573
1176,bus_stop,Ферганская,56.7725439,60.6104372
1177,bus_stop,Ферганская,56.7728265,60.6124927
1178,tram_stop,Ферганская улица,56.772705,60.6123293
1179,bus_stop,"ТРК ""Карнавал""",56.8541007,60.5509374
1180,bus_stop,Педагогическая,56.8346976,60.6485278
1181,bus_stop,Софьи Перовской,56.8625917,60.5593567
1182,bus_stop,Центральный стадион,56.8312533,60.5758757
1183,bus_stop,УрФУ,56.8441096,60.6504756
1184,bus_stop,Уральских рабочих,56.9022257,60.5836142
1185,tram_stop,УрФУ (Уральский федеральный университет),56.8424476,60.645632
1186,bus_stop,"Мебельный центр ""Гулливер""",56.8237118,60.7058888
1187,bus_stop,Облсобес,56.8152385,60.6030323
1188,bus_stop,Хрустальногорская,56.7963256,60.4909684
1189,bus_stop,Хрустальногорская,56.7965485,60.4912874
1190,bus_stop,Сад Дружба,56.7725127,60.4664374
1191,bus_stop,"Сад ""Берёзка""",56.7833655,60.4713275
1192,bus_stop,Сад Дружба,56.7741634,60.4677618
1193,bus_stop,Сад Дружба-3,56.775958,60.45761
1194,bus_stop,Сад Дружба-3,56.7762311,60.4569141
1195,bus_stop,Янтарный ключ,56.7754277,60.4273222
1196,bus_stop,Янтарный ключ,56.7754637,60.4275025
1197,bus_stop,Сад Визовец,56.7731735,60.4121311
1198,bus_stop,Сад Визовец,56.7732783,60.4115989
1199,bus_stop,Каменные палатки,56.8421145,60.6772623
1200,bus_stop,Монтажников,56.8986207,60.507824
1201,bus_stop,Лесхоз,56.8209951,60.4970931
1202,bus_stop,"Коллективный сад ""Запад""",56.8203453,60.4811122
1203,bus_stop,"Коллективный сад ""Запад""",56.8203539,60.48082
1204,bus_stop,Парковый кордон,56.8173199,60.4644144
1205,bus_stop,Парковый кордон,56.817393,60.4645455
1206,bus_stop,4-й км,56.8145757,60.4371896
1207,bus_stop,4-й км,56.8145948,60.4370582
1208,bus_stop,5-й км,56.8163678,60.4274967
1209,bus_stop,6-й км,56.8104836,60.4137424
1210,bus_stop,6-й км,56.8105661,60.4138012
1211,bus_stop,8-й км,56.8022467,60.3958103
1212,bus_stop,8-й км,56.8022643,60.3959608
1213,bus_stop,10-й км,56.7939067,60.3622388
1214,bus_stop,10-й км,56.7941264,60.362556
1215,bus_stop,Кордон Берёзовый ключ,56.7887262,60.3460717
1216,bus_stop,Кордон Берёзовый ключ,56.7889759,60.3466015
1217,bus_stop,12-км,56.780924,60.3420327
1218,bus_stop,12-км,56.7810028,60.3420868
1219,bus_stop,"Коллективный сад ""Берёзка""",56.7750057,60.3304922
1220,bus_stop,"Коллективный сад ""Берёзка""",56.7750482,60.3306153
1221,bus_stop,14-й км,56.7719996,60.3244125
1222,bus_stop,14-й км,56.7721646,60.3239085
1223,bus_stop,"Сад ""Визовец""",56.7692097,60.3108778
1224,bus_stop,"Сад ""Визовец""",56.7693635,60.311032
1225,bus_stop,Репина,56.828134,60.5678783
1226,bus_stop,Станция метро «Динамо»,56.8476552,60.6013718
1227,bus_stop,Станция метро «Динамо»,56.8479584,60.6006868
1228,bus_stop,ТЮЗ,56.8474671,60.607882
1229,bus_stop,ТЮЗ,56.8480432,60.611029
1230,bus_stop,"Универсам ""Звёздный""",56.8512603,60.6303254
1231,bus_stop,"Универсам ""Звёздный""",56.8518209,60.6314125
1232,bus_stop,Дом пионеров,56.8910895,60.5908405
1233,bus_stop,Детская больница,56.8927651,60.5903748
1234,bus_stop,Проспект Орджоникидзе,56.8938373,60.5900935
1235,bus_stop,Школа,56.8953077,60.6050351
1236,bus_stop,Библиотека,56.8918395,60.6006134
1237,bus_stop,Краснознамённая,56.8888102,60.5966799
1238,bus_stop,Чкалова,56.8019806,60.5670468
1239,bus_stop,УНЦ,56.7662749,60.5498355
1240,bus_stop,УНЦ,56.7663956,60.5494498
1241,tram_stop,Площадь Коммунаров,56.8361701,60.5829745
1242,tram_stop,Белореченская улица,56.8232715,60.5713239
1243,tram_stop,ТК «Буревестник»,56.8164543,60.5629033
1244,tram_stop,Гурзуфская улица,56.8261681,60.5747576
1245,tram_stop,Московская улица,56.8291885,60.5841323
1246,tram_stop,Юго-Западная,56.827159,60.5789131
1247,tram_stop,Цирк,56.8265433,60.6033092
1248,tram_stop,Улица Южная,56.8005964,60.612428
1249,tram_stop,улица Академика Шварца,56.7962492,60.6103389
1250,tram_stop,Ювелирная,56.7916994,60.6050505
1251,tram_stop,Заводская улица,56.8359949,60.5523843
1252,tram_stop,Улица Татищева,56.8361583,60.5476837
1253,tram_stop,Улица Плотников,56.8236477,60.5422881
1254,tram_stop,Новомосковская,56.8188407,60.5385482
1255,tram_stop,Улица Ухтомская,56.8168081,60.5429946
1256,tram_stop,Улица Ухтомская,56.8171028,60.5421829
1257,tram_stop,Улица Серафимы Дерябиной,56.8143918,60.5491242
1258,tram_stop,ВИЗ (Верх-Исетский завод),56.8391184,60.5554544
1259,bus_stop,Керамическая,56.7569344,60.5958746
1260,tram_stop,Улица Мусоргского,56.7590201,60.5892382
1261,tram_stop,Эскадронная улица,56.7652231,60.5933884
1262,tram_stop,бульвар Малахова,56.7975937,60.6207842
1263,bus_stop,Станция метро Ботаническая,56.798247,60.6294949
1264,bus_stop,Станция метро Ботаническая,56.7982916,60.6295712
1265,tram_stop,улица Юлиуса Фучика,56.7975743,60.6117829
1266,tram_stop,Улица Крылова,56.8394866,60.5703794
1267,tram_stop,Улица Московская,56.8298889,60.5847765
