id,type,name,latitude,longitude
1,bus_stop,Таганский ряд,56.8610442,60.5478216
2,bus_stop,Новгородцевой,56.8343105,60.6700939
3,bus_stop,Сады,56.8327544,60.3340556
4,bus_stop,Краснофлотцев,56.8849344,60.6146919
5,bus_stop,Отрадная,56.8174013,60.5321782
6,bus_stop,Норильская,56.8824749,60.6963295
7,bus_stop,Каменные палатки,56.8420847,60.6795436
8,tram_stop,Ж/Д Вокзал,56.856321,60.6057028
9,tram_stop,Кондукторская улица,56.8598948,60.6272177
10,tram_stop,Улица Учителей,56.8579512,60.6302607
11,tram_stop,Новгородцевой,56.8369488,60.6802533
12,tram_stop,Сиреневый бульвар,56.8350397,60.6850638
13,tram_stop,ЦПКиО (Центральный парк культуры и отдыха),56.8186606,60.6388362
14,tram_stop,УлицаТверитина,56.8227448,60.6359284
15,tram_stop,7 ключей,56.8835593,60.4981621
16,tram_stop,Маневровая улица,56.8737876,60.5182978
17,tram_stop,Теплоходный проезд,56.8633863,60.5406554
18,tram_stop,Улица Колмогорова,56.84649,60.5581093
19,tram_stop,Улица Колмогорова,56.8459447,60.5585561
20,tram_stop,Улица Кирова,56.8401587,60.5595626
21,tram_stop,Красноуральская улица,56.8359007,60.5554851
22,tram_stop,Малый Конный полуостров,56.8393185,60.5189041
23,tram_stop,Зелёный остров,56.8441783,60.4995323
24,tram_stop,Верх-Исетский бульвар,56.8381154,60.5753413
25,tram_stop,Улица Крылова,56.8395344,60.5703144
26,tram_stop,Педагогический университет,56.8779413,60.6117841
27,tram_stop,Калининская,56.8723394,60.6114251
28,tram_stop,1-й км,56.8629758,60.6120293
29,tram_stop,Пионерская,56.8601709,60.6184444
30,tram_stop,Техническое училище,56.8686037,60.6116386
31,tram_stop,Станция метро «Уралмаш»,56.887534,60.6126049
32,tram_stop,Площадь 1-й Пятилетки,56.8859723,60.594578
33,tram_stop,Улица Кузнецова,56.8884664,60.6081541
34,tram_stop,Дворец культуры им. Лаврова,56.8930473,60.6133854
35,tram_stop,Улица Уральских рабочих,56.9017117,60.5831806
36,tram_stop,Улица Машиностроителей,56.8850922,60.5848131
37,bus_stop,Первомайская,56.8420234,60.6326751
38,tram_stop,Московская улица,56.8290335,60.5835175
39,bus_stop,10-й км,56.7950932,60.7262807
40,bus_stop,Союз,56.8081909,60.7692565
41,bus_stop,Громова,56.7984232,60.5572316
42,bus_stop,Каменный ручей,56.7775307,60.6620451
43,bus_stop,Прониной,56.7739174,60.6671175
44,bus_stop,Байкальская,56.828727,60.6642197
45,bus_stop,Сад «Берёзка»,56.7836856,60.4714299
46,bus_stop,Госпиталь ВОВ,56.8101095,60.5068425
47,bus_stop,Лечебный,56.7949078,60.7275258
48,bus_stop,Уктус,56.7778358,60.6250927
49,bus_stop,Заречный,56.857358,60.5561588
50,bus_stop,Звезда,56.8667516,60.5843609
51,bus_stop,Палкино,56.8797044,60.406893
52,bus_stop,Уральская,56.8574855,60.6004725
53,bus_stop,Динамо,56.8476103,60.599374
54,bus_stop,Геологическая,56.8277976,60.6023917
55,bus_stop,Машиностроителей,56.8770332,60.6118115
56,bus_stop,Площадь 1905 года,56.8368759,60.5992742
57,metro,Проспект Космонавтов,56.9013921,60.6139981
58,bus_stop,Уралмаш,56.8882576,60.6135728
59,bus_stop,Шаумяна,56.8057519,60.5906704
60,bus_stop,Опалихинская,56.8506527,60.5637112
61,bus_stop,Юридическая академия,56.8478202,60.5652464
62,tram_stop,Студенческая улица,56.8584361,60.6562054
63,tram_stop,Сахалинская улица,56.8618499,60.663362
64,bus_stop,Посёлок Пески,56.8447579,60.7052482
65,tram_stop,улица Академика Шварца,56.7962998,60.6103087
66,tram_stop,Ювелирная,56.7916532,60.6049826
67,tram_stop,Вторчермет,56.7693592,60.6145752
68,tram_stop,Эскадронная улица,56.7655331,60.5935357
69,tram_stop,Санаторная улица,56.7693995,60.5961386
70,tram_stop,Керамическая,56.7568862,60.5958702
71,tram_stop,улица Челюскинцев,56.856434,60.6145344
72,tram_stop,Улица Лукиных,56.8835691,60.5630677
73,tram_stop,Эльмаш,56.8955453,60.638356
74,bus_stop,Посёлок Изоплит,56.8670571,60.7321876
75,tram_stop,Автомагистральная улица,56.8753405,60.5534038
76,bus_stop,Промышленный проезд,56.8803846,60.6749592
77,bus_stop,Сады,56.7416064,60.6556787
78,bus_stop,Заречный,56.9382337,60.6154538
79,bus_stop,Ж/д вокзал,56.8564475,60.6049215
80,bus_stop,Северный Химмаш,56.7681858,60.7093563
81,tram_stop,Дом Кино,56.8366127,60.6217585
82,tram_stop,УрФУ (Уральский федеральный университет),56.842954,60.6443
83,tram_stop,Улица Восточная,56.8413937,60.6313175
84,tram_stop,Улица Восточная,56.8415048,60.6311988
85,tram_stop,Улица Комсомольская,56.8410703,60.6589776
86,tram_stop,Профессорская,56.8403475,60.6526946
87,tram_stop,улица Гагарина,56.8400325,60.6465328
88,tram_stop,Улица Комсомольская,56.8412272,60.6600302
89,tram_stop,Каменные палатки,56.8413553,60.6784076
90,tram_stop,Новгородцевой,56.8374033,60.6800013
91,tram_stop,Улица 40-летия ВЛКСМ,56.834722,60.6916334
92,tram_stop,Улица Бажова,56.8409367,60.6261558
93,tram_stop,Улица Бажова,56.8407177,60.6256446
94,tram_stop,Оперный театр,56.8400645,60.618068
95,tram_stop,Оперный театр,56.8399067,60.6182042
96,tram_stop,Гостиница «Исеть»,56.8407994,60.6201123
97,tram_stop,Дом художника,56.8298021,60.6242984
98,tram_stop,Дом художника,56.8289999,60.6246438
99,tram_stop,Улица Белинского,56.8287219,60.6174422
100,tram_stop,Улица Белинского,56.8285772,60.6163709
101,tram_stop,Цирк,56.8272986,60.6039065
102,tram_stop,Цирк,56.8265478,60.6033594
103,tram_stop,улица Большакова,56.8182157,60.6064248
104,tram_stop,Автовокзал,56.8061306,60.6108885
105,tram_stop,Переулок Рижский,56.7855765,60.6067709
106,tram_stop,Переулок Рижский,56.7852103,60.6070507
107,tram_stop,Завод РТИ,56.7824619,60.6094669
108,tram_stop,Завод РТИ,56.7820469,60.6096745
109,tram_stop,Братская,56.7795172,60.6106278
110,tram_stop,Братская,56.7790558,60.6108324
111,tram_stop,Сухоложская,56.7763385,60.61193
112,tram_stop,Сухоложская,56.7758123,60.6121968
113,tram_stop,Первомайская улица,56.8453204,60.6446274
114,tram_stop,улица Блюхера,56.8515711,60.6404705
115,tram_stop,Советская улица,56.8540413,60.636539
116,tram_stop,Пионерская,56.8591686,60.6207666
117,tram_stop,Педагогический университет,56.8783639,60.6109021
118,tram_stop,Библиотека,56.8880247,60.5666403
119,tram_stop,Улица Сварщиков,56.8799358,60.5582039
120,tram_stop,Диагностический центр,56.88414,60.5700155
121,tram_stop,Улица 40-летия Октября,56.8846433,60.5763491
122,tram_stop,Улица Электриков,56.878269,60.6213185
123,tram_stop,Улица Краснофлотцев,56.8900622,60.6316793
124,tram_stop,улица Фронтовых Бригад,56.8833574,60.6386335
125,tram_stop,Улица Фрезеровщиков,56.900566,60.6181518
126,tram_stop,Улица Шевченко,56.8490132,60.6170708
127,tram_stop,Шарташская улица,56.8452118,60.6184955
128,tram_stop,Улица Пехотинцев,56.8703156,60.5491376
129,tram_stop,Таганский ряд,56.8616273,60.5477148
130,tram_stop,Фармацевтический колледж,56.8562467,60.5495145
131,tram_stop,"ТРЦ ""Карнавал""",56.8533336,60.5521808
132,tram_stop,Верх-Исетский рынок,56.8503162,60.5548923
133,bus_stop,улица Блюхера,56.8509436,60.6412857
134,tram_stop,Советская улица,56.8543895,60.6358969
135,tram_stop,улица Блюхера,56.8514743,60.6415442
136,tram_stop,Улица Мира,56.8535168,60.6458603
137,tram_stop,Сахалинская улица,56.862228,60.6640951
138,tram_stop,Шарташ,56.8646072,60.6693566
139,tram_stop,УрФУ (Уральский федеральный университет),56.8435476,60.6452775
140,tram_stop,Улица Ельцина,56.8453342,60.5861536
141,tram_stop,Улица Шейнкмана,56.8411595,60.5805491
142,tram_stop,площадь Коммунаров,56.8356033,60.5821522
143,tram_stop,Улица Сакко и Ванцетти,56.8367853,60.58764
144,bus_stop,Площадь 1-й пятилетки,56.8860901,60.5974852
145,bus_stop,Педуниверситет,56.8783625,60.6141675
146,bus_stop,Высоцкого,56.8433985,60.6880458
147,bus_stop,Расточная,56.8823127,60.5196095
148,bus_stop,Таганский ряд,56.8603692,60.5492256
149,bus_stop,Уральская,56.8616857,60.6254165
150,tram_stop,Разъезд,56.8368425,60.5304528
151,tram_stop,Дворец спорта,56.8165448,60.589125
152,tram_stop,Улица Куйбышева,56.8249629,60.58642
153,tram_stop,Улица Куйбышева,56.8257384,60.5861022
154,tram_stop,ЦПКиО (Центральный парк культуры и отдыха),56.8183796,60.6385975
155,tram_stop,Шарташ,56.8642693,60.6690393
156,bus_stop,Коммунистическая,56.9097455,60.5923394
157,tram_stop,Диагностический центр,56.8842243,60.5706006
158,tram_stop,Улица 40-летия Октября,56.8847347,60.576986
159,tram_stop,Улица Уральских рабочих,56.9020924,60.5835828
160,tram_stop,Кировградская улица,56.8975278,60.5777295
161,tram_stop,Улица Учителей,56.8576603,60.6308405
162,tram_stop,Первомайская улица,56.8458222,60.644382
163,bus_stop,"Табачная фабрика ""Альвис""",56.7753438,60.6241555
164,tram_stop,Улица Южная,56.8006142,60.6125249
165,tram_stop,Киностудия,56.8396796,60.6206595
166,tram_stop,Дворец молодёжи,56.8370508,60.5806056
167,bus_stop,Синие Камни,56.8238565,60.6748514
168,tram_stop,Шарташская улица,56.8456217,60.6182902
169,tram_stop,Площадь 1905 года,56.8374153,60.5955779
170,bus_stop,"Терминал ""Чкаловский""",56.7561044,60.7554885
171,bus_stop,5-й км,56.8164147,60.427352
172,tram_stop,Улица Мусоргского,56.7590394,60.5891915
173,bus_stop,Исток,56.7874115,60.7879187
174,bus_stop,Белореченская,56.8215796,60.5693475
175,tram_stop,Расточная улица,56.8776237,60.5126846
176,bus_stop,40 лет ВЛКСМ,56.8242191,60.6982734
177,bus_stop,Стрельбище «Динамо»,56.8310884,60.4437817
178,tram_stop,Сиреневый бульвар,56.8350443,60.6840922
179,bus_stop,Реактивная,56.7757665,60.83198
180,bus_stop,Дворец молодёжи,56.8371746,60.5817352
181,tram_stop,Улица Московская,56.8297767,60.5847557
182,tram_stop,Улица Кирова,56.8404331,60.5630628
183,tram_stop,Ферганская улица,56.7727277,60.6122257
184,tram_stop,Управление Свердловской железной дороги,56.8508826,60.593468
185,bus_stop,Южная подстанция,56.7461944,60.6062521
186,tram_stop,Ортопедическое предприятие,56.8511068,60.6164068
187,tram_stop,Улица Ляпустина,56.7720042,60.5992421
188,tram_stop,Улица Ляпустина,56.7719479,60.5996476
189,bus_stop,УрФУ,56.8434804,60.6453938
190,bus_stop,Площадь 1-й пятилетки,56.8863452,60.5912338
191,bus_stop,Площадь 1-й пятилетки,56.8864594,60.5927614
192,bus_stop,Спортивная,56.8936493,60.6413429
193,bus_stop,"ТСЦ ""Мега""",56.8223413,60.5028538
194,bus_stop,Ботаническая,56.797586,60.6309705
195,tram_stop,Улица Кузнецова,56.8873991,60.6077915
196,bus_stop,Радиоколледж,56.8322259,60.5257878
197,tram_stop,Школа им. С.В. Рахманинова,56.8685405,60.526879
198,tram_stop,Школа им. С.В. Рахманинова,56.8688749,60.5259754
199,tram_stop,ТК «Современник»,56.856285,60.6517701
200,tram_stop,Дом Кино,56.836045,60.6220364
201,bus_stop,Уктус,56.7808704,60.6561309
202,bus_stop,Шарташ,56.8301299,60.6464275
203,bus_stop,ЦПКиО,56.8111459,60.6330959
204,bus_stop,Лесное кладбище,56.757591,60.4522725
205,bus_stop,Хладокомбинат № 3,56.888961,60.5067722
206,tram_stop,ТЦ «Алатырь»,56.8322536,60.5835172
207,bus_stop,Чкаловская,56.8077315,60.6104566
208,bus_stop,Расточная,56.8834467,60.5211836
209,bus_stop,Екатеринбург-Пассажирский,56.8590244,60.6058587
210,bus_stop,Екатеринбург-Пассажирский,56.8594552,60.6058329
211,bus_stop,Екатеринбург-Пассажирский,56.8596815,60.6039467
212,bus_stop,Екатеринбург-Пассажирский,56.8598378,60.6039706
213,bus_stop,Екатеринбург-Пассажирский,56.8600125,60.6039973
214,bus_stop,Фрезеровщиков,56.9014432,60.6141681
215,tram_stop,Улица Войкова,56.8974855,60.6233289
216,tram_stop,Улица Войкова,56.8977368,60.6229476
217,tram_stop,Улица Энтузиастов,56.8941039,60.627153
218,tram_stop,Улица Энтузиастов,56.8945645,60.6265709
219,tram_stop,Станция метро Ботаническая,56.7983973,60.6282692
220,tram_stop,бульвар Малахова,56.7976308,60.6206586
221,tram_stop,улица Юлиуса Фучика,56.7976002,60.6116937
222,tram_stop,Дружининская улица,56.8814975,60.503258
223,tram_stop,Кишинёвская улица,56.8790725,60.5091317
224,bus_stop,Аппаратная,56.8715341,60.6748004
225,bus_stop,Чапаевская,56.8091591,60.7182184
226,bus_stop,Чапаевская,56.8095864,60.7185717
227,tram_stop,Улица Шевченко,56.8485404,60.6172894
228,tram_stop,Ортопедическое предприятие,56.8514513,60.6162375
229,bus_stop,Краснолесье,56.7809744,60.5427441
230,bus_stop,Огородная,56.902818,60.458753
231,tram_stop,Улица Мира,56.8532126,60.6453036
232,tram_stop,Студенческая улица,56.8581507,60.6556893
233,tram_stop,Станция метро Ботаническая,56.7981955,60.6295291
234,bus_stop,Авиационная,56.8053433,60.6254144
235,bus_stop,Азина,56.8534741,60.6046673
236,bus_stop,Артиллерийский институт,56.7698999,60.669637
237,bus_stop,Архитектурная академия,56.8404104,60.6111367
238,bus_stop,Библиотека им. Белинского,56.8345666,60.6143119
239,bus_stop,Большакова,56.8187521,60.6198758
240,bus_stop,Бородина,56.7546865,60.7027761
241,bus_stop,Проспект Ленина (улица Карла Либкнехта),56.83632,60.6125062
242,bus_stop,ДК Железнодорожников,56.8556028,60.6042083
243,bus_stop,Каменный ручей,56.7764262,60.6640765
244,bus_stop,ДК Химмаш,56.7523827,60.6945037
245,bus_stop,Декабристов,56.8244913,60.6178438
246,bus_stop,Димитрова,56.7467667,60.687034
247,bus_stop,Дом музыки,56.8496328,60.6063889
248,bus_stop,Дом музыки,56.8506072,60.6055561
249,bus_stop,Ж/Д Вокзал,56.8572498,60.6055113
250,bus_stop,Ж/Д Вокзал,56.8572886,60.6068332
251,bus_stop,Инженера Алиева,56.7496945,60.6803447
252,bus_stop,Карла Маркса,56.8312986,60.6158439
253,bus_stop,Куйбышева,56.8279905,60.616623
254,bus_stop,Нижнеисетск,56.7538519,60.6759641
255,bus_stop,Саввы Белых,56.8013067,60.6294935
256,bus_stop,Садовая,56.765725,60.6713329
257,bus_stop,Самолётная (улица Щербакова),56.7927229,60.6429148
258,bus_stop,ТРК Глобус,56.7876186,60.6477187
259,bus_stop,ТЮЗ,56.8466098,60.6091438
260,bus_stop,ТЮЗ,56.8470919,60.6092712
261,bus_stop,Уктус,56.7802899,60.6570585
262,bus_stop,Фрунзе,56.8149378,60.621191
263,bus_stop,Химмаш,56.7612013,60.7019877
264,bus_stop,Улица Шварца,56.7979966,60.6333927
265,bus_stop,Широкий переулок,56.7842452,60.6519508
266,bus_stop,Щорса,56.8109106,60.6226318
267,bus_stop,Авиационная,56.804821,60.6258959
268,bus_stop,Артиллерийский институт,56.7705275,60.6693991
269,bus_stop,Архитектурная академия,56.8410191,60.6107623
270,bus_stop,Бородина,56.7541087,60.7007715
271,bus_stop,Гончарный,56.7835314,60.6526264
272,bus_stop,ДК Химмаш,56.7531493,60.695983
273,bus_stop,Дагестанская,56.7613937,60.7036109
274,bus_stop,Димитрова,56.7467927,60.6887177
275,bus_stop,Инженера Алиева,56.749022,60.6810244
276,bus_stop,Инженерная,56.7568697,60.7077917
277,bus_stop,Косарева,56.7496687,60.6927507
278,bus_stop,Сандуновские бани,56.827976,60.6136255
279,bus_stop,Музей Бажова,56.8181912,60.6131722
280,bus_stop,Нижнеисетск,56.7533573,60.6764898
281,bus_stop,Прониной,56.7730225,60.6679174
282,bus_stop,Проспект Ленина,56.8378173,60.6118128
283,bus_stop,Розы Люксембург,56.8345383,60.6121207
284,bus_stop,Саввы Белых,56.8003214,60.6302073
285,bus_stop,Садовая,56.7650755,60.6717282
286,bus_stop,Самолётная,56.7916957,60.6436655
287,bus_stop,ТРК Глобус,56.7868442,60.6482552
288,bus_stop,Трамвайный парк,56.8145305,60.6145807
289,bus_stop,Федерация профсоюзов,56.8314087,60.6132112
290,bus_stop,Фрунзе,56.8137896,60.6215918
291,bus_stop,Чапаева,56.8229773,60.6113764
292,bus_stop,Улица Шварца,56.797297,60.6356315
293,bus_stop,Щорса,56.8092953,60.623252
294,bus_stop,Восточная автостанция,56.8424993,60.6320577
295,bus_stop,Екатеринбург. Северный автовокзал,56.8575434,60.5980909
296,bus_stop,"ТЦ ""Леруа Мерлен""",56.8020155,60.6484257
297,bus_stop,УрФУ,56.843082,60.6463318
298,bus_stop,Ж/Д Вокзал,56.8575202,60.6068142
299,bus_stop,Краснолесье,56.7809634,60.5430322
300,bus_stop,Учителей,56.8666103,60.6337341
301,bus_stop,Азина,56.8542456,60.6046331
302,bus_stop,улица Викулова,56.8303378,60.5446423
303,bus_stop,улица Викулова,56.8310692,60.5459196
304,bus_stop,улица Викулова,56.8311745,60.5441365
305,bus_stop,Драмтеатр,56.8421525,60.5957425
306,bus_stop,Ельцина,56.8450724,60.5884894
307,bus_stop,Заводская,56.8306112,60.5533633
308,bus_stop,Заводская,56.830765,60.5509831
309,bus_stop,Институт связи,56.8296967,60.5722228
310,tram_stop,улица Металлургов,56.8282925,60.5442678
311,bus_stop,Парк Хаус,56.8619116,60.6325574
312,bus_stop,Парфюмерная фабрика,56.8300971,60.6636708
313,bus_stop,Пионерская,56.8592491,60.6206483
314,bus_stop,Советская,56.8538571,60.6365728
315,bus_stop,Токарей,56.8293334,60.5613295
316,bus_stop,Токарей,56.8299641,60.5631124
317,bus_stop,Токарей,56.8301301,60.5605188
318,bus_stop,Токарей,56.8304693,60.5617413
319,bus_stop,Управление дороги,56.8502985,60.5928557
320,bus_stop,Уралобувь,56.8320339,60.6553373
321,bus_stop,Учителей,56.8573304,60.6310183
322,bus_stop,улица Блюхера,56.8518485,60.6402337
323,bus_stop,Мира,56.8383281,60.652728
324,bus_stop,Первомайская улица,56.8459565,60.6444388
325,bus_stop,Советская,56.854704,60.6356948
326,bus_stop,УрФУ,56.843664,60.6506404
327,bus_stop,Уралобувь,56.8324544,60.6549555
328,bus_stop,Учителей,56.8581355,60.6310883
329,bus_stop,УрФУ,56.8440372,60.6500669
330,bus_stop,Екатеринбург-Пассажирский,56.8597265,60.6039536
331,bus_stop,Станция садоводства,56.7616415,60.6716964
332,bus_stop,Станция садоводства,56.7621739,60.6719609
333,bus_stop,Ботаническая,56.7923721,60.6167168
334,bus_stop,Ботаническая,56.7919548,60.6162744
335,bus_stop,Бульвар Малахова,56.7925115,60.6231546
336,bus_stop,Бульвар Малахова,56.7925213,60.6210101
337,bus_stop,"Гостиница ""Свердловск""",56.8561898,60.6056395
338,bus_stop,Крестинского,56.7942839,60.634778
339,bus_stop,Крестинского,56.7950241,60.6334829
340,bus_stop,Родонитовая,56.7925651,60.6311876
341,bus_stop,Родонитовая,56.7929156,60.6333177
342,bus_stop,Тбилисский бульвар,56.7924655,60.627213
343,bus_stop,Тбилисский бульвар,56.7924558,60.6286233
344,bus_stop,Улица Шварца,56.7973121,60.6334351
345,bus_stop,Кварцевая,56.7810842,60.6307627
346,bus_stop,Кварцевая,56.7817193,60.6314672
347,bus_stop,Межевая,56.7863979,60.6365589
348,bus_stop,Павлодарская,56.7837403,60.6336326
349,bus_stop,Павлодарская,56.7845169,60.6344864
350,bus_stop,Самолётная,56.7898744,60.640317
351,bus_stop,Южный проезд,56.7767501,60.6261809
352,bus_stop,Полянка,56.7797809,60.5457726
353,bus_stop,Полянка,56.7793406,60.5462881
354,bus_stop,Горбольница № 6,56.8071161,60.543141
355,bus_stop,Софьи Ковалевской,56.8467859,60.6553404
356,bus_stop,Академическая,56.8517666,60.6577794
357,bus_stop,Академическая,56.8517692,60.655661
358,bus_stop,Студенческая,56.8504592,60.6615493
359,bus_stop,Блюхера,56.8583925,60.6536748
360,bus_stop,Боровая,56.8611352,60.6476227
361,bus_stop,Данилы Зверева/Сулимова,56.8609335,60.651979
362,bus_stop,Индустрии,56.9054961,60.6137181
363,bus_stop,Калининская,56.8731772,60.6115565
364,bus_stop,Менделеева,56.8618437,60.6380013
365,bus_stop,Парк Хаус,56.8623279,60.6317294
366,bus_stop,Первомайская,56.8480091,60.6624735
367,bus_stop,Техническое училище,56.8686951,60.6118771
368,bus_stop,1-й км,56.862942,60.6122959
369,bus_stop,Данилы Зверева,56.8633256,60.6531535
370,bus_stop,Данилы Зверева,56.8638628,60.653093
371,bus_stop,7-я горбольница,56.8666495,60.6430376
372,bus_stop,Институт связи,56.8288439,60.5696133
373,bus_stop,Екатеринбург. Северный автовокзал,56.8578331,60.5984978
374,bus_stop,ТЦ «Мега»,56.826044,60.500007
375,bus_stop,ТЦ «Мега»,56.8262478,60.5003815
376,bus_stop,Академическая,56.8512173,60.6558569
377,bus_stop,Веер,56.9140902,60.6105522
378,bus_stop,ДК Лаврова,56.8925565,60.6140098
379,bus_stop,Индустрии,56.9057749,60.6134174
380,bus_stop,Калининская,56.872292,60.6111347
381,bus_stop,Ломоносова,56.9113268,60.6122822
382,bus_stop,Метро Уралмаш,56.8864164,60.6137648
383,bus_stop,Парк Хаус,56.8629821,60.6328055
384,bus_stop,"ТК ""Современник""",56.8567466,60.6539937
385,bus_stop,Софьи Ковалевской,56.8465989,60.6536612
386,bus_stop,Техническое училище,56.8676909,60.6114073
387,bus_stop,Фрезеровщиков,56.9000939,60.6141356
388,bus_stop,1-й км,56.8624293,60.611903
389,bus_stop,Посёлок Светлореченский,56.799622,60.4936653
390,tram_stop,Академия при Президенте России,56.8224221,60.604934
391,bus_stop,Переулок Рижский,56.7848489,60.6074533
392,bus_stop,Автовокзал,56.8081201,60.6099106
393,bus_stop,улица Большакова,56.8184237,60.6065554
394,tram_stop,Улица Радищева,56.8307057,60.6002423
395,tram_stop,Гурзуфская улица,56.8261387,60.5745061
396,tram_stop,Юго-Западная,56.827176,60.5788888
397,tram_stop,ВИЗ (Верх-Исетский завод),56.8391166,60.55535
398,tram_stop,Улица Татищева,56.8362062,60.5474713
399,tram_stop,улица Викулова,56.8308577,60.5449089
400,tram_stop,улица Викулова,56.8313904,60.5449619
401,tram_stop,Белореченская улица,56.823243,60.5712221
402,tram_stop,Волгоградская улица,56.8127305,60.5585131
403,tram_stop,Волгоградская улица,56.8130767,60.5582045
404,tram_stop,Волгоградская улица,56.8133755,60.5578333
405,tram_stop,Новомосковская,56.8192429,60.5375558
406,tram_stop,Улица Серафимы Дерябиной,56.8143109,60.5493368
407,bus_stop,ТК Буревестник,56.816374,60.5629714
408,tram_stop,ТК «Буревестник»,56.8164629,60.5628592
409,tram_stop,Улица Плотников,56.8238781,60.5426066
410,bus_stop,ДК Лаврова,56.8939864,60.6144206
411,bus_stop,Метро Уралмаш,56.8880906,60.6137079
412,bus_stop,Ломоносова,56.9104077,60.6125408
413,bus_stop,Радиостанция,56.9227941,60.6127866
414,bus_stop,Союзная,56.9317135,60.6150625
415,bus_stop,Союзная,56.9326135,60.6155568
416,bus_stop,Метро Уралмаш,56.8873334,60.6124731
417,bus_stop,Радиостанция,56.9218434,60.6124294
418,bus_stop,УЗТМ,56.8857363,60.592363
419,bus_stop,Unknown,56.7985925,60.5943752
420,bus_stop,Автовокзал,56.8077561,60.6074719
421,bus_stop,Автовокзал,56.8083719,60.608083
422,bus_stop,Автовокзал,56.8086523,60.6107936
423,bus_stop,Автовокзал,56.8096063,60.6097393
424,bus_stop,Автомобильный колледж,56.8420107,60.6368344
425,bus_stop,Автомобильный колледж,56.8422928,60.6379259
426,bus_stop,Академгородок,56.7678893,60.5480148
427,bus_stop,Академгородок,56.7682843,60.547453
428,bus_stop,Академика Вонсовского,56.7792279,60.5573811
429,bus_stop,Академика Вонсовского,56.7798949,60.558597
430,bus_stop,Амундсена,56.7969556,60.5796459
431,bus_stop,Амундсена,56.7977183,60.5805996
432,bus_stop,Амундсена,56.7978383,60.5790243
433,bus_stop,улица Большакова,56.8172609,60.6067
434,bus_stop,Большакова,56.8179426,60.6078592
435,bus_stop,Волгоградская,56.8010489,60.5848162
436,bus_stop,Волгоградская,56.8021731,60.5862227
437,bus_stop,Восточная,56.8412262,60.6305285
438,bus_stop,Восточная,56.8414898,60.6303303
439,bus_stop,Горный университет,56.8267172,60.5992181
440,tram_stop,Гостиница «Исеть»,56.8420234,60.6196522
441,bus_stop,улица Декабристов,56.82181,60.6050367
442,bus_stop,Екатеринбург. Южный автовокзал,56.808042,60.6119739
443,bus_stop,Екатеринбург. Южный автовокзал,56.8085766,60.6118511
444,bus_stop,Екатерининский привоз,56.7706774,60.5433481
445,bus_stop,Екатерининский привоз,56.7714792,60.5432325
446,bus_stop,Колледж имени Ползунова,56.8378148,60.599646
447,bus_stop,Лесная,56.7727881,60.5456296
448,bus_stop,Лесная,56.7733413,60.5466404
449,bus_stop,Онуфриева,56.7927459,60.5743879
450,bus_stop,Онуфриева,56.7930988,60.5748304
451,bus_stop,Оперный театр,56.8399053,60.6188669
452,bus_stop,Оперный театр,56.8400418,60.6170663
453,bus_stop,Первомайская,56.8420535,60.6329243
454,bus_stop,Площадь Малышева,56.8340434,60.5987703
455,bus_stop,Храм Большой Златоуст,56.8341645,60.6007494
456,bus_stop,Площадь Труда,56.8387849,60.6087746
457,bus_stop,Рабочая,56.775903,60.5513075
458,bus_stop,Рабочая,56.7765524,60.5525006
459,bus_stop,Рабочая,56.7767534,60.5512126
460,bus_stop,Серова,56.8073249,60.5977105
461,bus_stop,Серова,56.8074792,60.5991963
462,bus_stop,Станция метро «Геологическая»,56.8269994,60.60159
463,bus_stop,Станция метро «Площадь 1905 года»,56.8360379,60.5994263
464,bus_stop,"Станция метро ""Площадь 1905 года""",56.836423,60.5992915
465,bus_stop,ТРЦ «Гринвич»,56.8282377,60.6017189
466,bus_stop,УрФУ,56.8424172,60.6455229
467,bus_stop,УрФУ,56.8429782,60.6439508
468,bus_stop,улица Фрунзе,56.8129033,60.6083581
469,bus_stop,улица Фрунзе,56.8143971,60.6080008
470,bus_stop,Цирк,56.8260054,60.6037238
471,bus_stop,Шаумяна,56.8073984,60.5922585
472,bus_stop,Сады,56.7698136,60.7312753
473,bus_stop,Поворот на ЖК Светлый,56.7830358,60.6968663
474,bus_stop,Пионерская,56.8587599,60.6196918
475,tram_stop,Пионерская,56.8595932,60.6190925
476,bus_stop,Проспект Космонавтов,56.8627405,60.6110301
477,bus_stop,Электриков,56.8782026,60.6218863
478,tram_stop,Улица Электриков,56.8782262,60.6206596
479,tram_stop,Турбинный завод,56.8817482,60.6337635
480,tram_stop,Турбинный завод,56.8818959,60.6341012
481,bus_stop,Фронтовых Бригад,56.8830954,60.6374964
482,bus_stop,Фронтовых Бригад,56.8837968,60.6400305
483,bus_stop,Фронтовых Бригад,56.8841616,60.6385591
484,bus_stop,Краснофлотцев,56.8892418,60.6324772
485,tram_stop,Улица Краснофлотцев,56.8898394,60.6319734
486,bus_stop,Краснофлотцев,56.8904562,60.6333171
487,tram_stop,Улица Фрезеровщиков,56.9006299,60.6181232
488,tram_stop,Улица Энтузиастов,56.894601,60.6273006
489,tram_stop,Донская улица,56.896346,60.632443
490,tram_stop,Донская улица,56.8968601,60.6340729
491,tram_stop,Площадь Обороны,56.8226682,60.629649
492,tram_stop,ЦПКиО (Центральный парк культуры и отдыха),56.8184369,60.6386385
493,tram_stop,ЦПКиО (Центральный парк культуры и отдыха),56.8184809,60.6386643
